,testGroup,device,operatingSystem,userAgentClass,browser,browserVersion,screenWidth,screenHeight,users,sessions,pis,accPis,greenLcpPis,yellowLcpPis,redLcpPis,addToCartEvents,conversions,browserGrouped,osGrouped
15394,A,Mobile,iOS,Browser,Chrome iOS,117.0.5938.108,640,1136,1,1,3,2,0,0,0,0,0,Chrome iOS,iOS
15395,A,Mobile,iOS,Browser,Chrome iOS,108.0.5359.112,960,2079,1,2,3,0,0,0,0,0,0,Chrome iOS,iOS
15396,A,Mobile,Android,Browser,Chrome,113,1080,2241,2,3,3,1,0,1,0,0,0,Chrome,Android
15397,A,Desktop,Windows NT,Browser,Edge,115,1440,810,1,1,3,1,2,1,0,0,0,Edge,Windows NT
15398,B,Mobile,Android,Browser,Opera GX,2.1,1080,2409,1,1,3,0,2,0,0,0,0,Other,Android
15399,A,Mobile,Android,Browser,Firefox,118.0,1080,2314,2,2,3,1,0,0,0,0,0,Firefox,Android
15400,A,Desktop,Linux,Browser,Chrome,117,1080,2313,1,2,3,3,3,0,0,0,0,Chrome,Linux
15401,A,Tablet,Android,Browser,Chrome,118,1200,1920,1,2,3,1,0,0,0,1,0,Chrome,Android
15402,A,Desktop,Windows NT,Browser,Atom,26.0.0.0,1920,1080,1,1,3,2,1,0,0,0,0,Other,Windows NT
15403,B,Mobile,Android,Browser Webview,Chrome Webview,79.0.3945.116,721,1681,1,2,3,0,0,1,0,0,0,Chrome Webview,Android
15404,A,Tablet,iOS,Browser,Edge iOS,116.0.1938.79,1488,2266,1,1,3,1,0,0,0,0,0,Other,iOS
15405,B,Tablet,Android,Browser,Chrome,118,1602,2560,1,2,3,0,1,0,0,0,0,Chrome,Android
15406,B,Mobile,Android,Browser,Chrome,63.0.3239.111,1080,2160,1,1,3,0,0,0,0,0,0,Chrome,Android
15407,A,Mobile,Android,Browser Webview,Chrome Webview,114.0.5735.196,905,2317,1,1,3,2,1,0,2,0,0,Chrome Webview,Android
15408,A,Mobile,Android,Browser,Mi Browser,13.32.0-gn,1080,2340,3,3,3,2,0,0,1,0,0,Other,Android
15409,B,Desktop,Mac OS,Browser,Safari,17.1,6016,3384,2,2,3,0,0,0,0,0,0,Safari,Mac OS
15410,A,Mobile,Android,Browser,Chrome,117,1514,3279,2,2,3,0,1,0,1,0,0,Chrome,Android
15411,B,Desktop,Android,Browser,Chrome,117,1081,2341,3,3,3,0,1,1,1,0,0,Chrome,Android
15412,B,Mobile,Android,Browser,Chrome,91.0.4472.88,1080,2413,1,1,3,0,1,1,0,0,0,Chrome,Android
15413,A,Mobile,Android,Browser,Chrome,117,828,1749,3,3,3,0,0,1,2,0,0,Chrome,Android
15414,B,Mobile,Android,Browser Webview,Chrome Webview,114.0.5735.196,1081,2408,2,2,3,0,1,1,1,0,0,Chrome Webview,Android
15415,B,Tablet,Android,Browser,Chrome,117,2718,3261,2,2,3,0,1,2,0,0,0,Chrome,Android
15416,B,Desktop,Windows NT,Browser,AVG,116.0.0.0,2560,1440,1,1,3,0,1,0,2,0,0,Other,Windows NT
15417,B,Mobile,Android,Browser,Chrome,101.0.4951.61,1220,1280,3,3,3,0,1,0,2,0,0,Chrome,Android
15418,B,Mobile,Android,Browser Webview,Chrome Webview,115.0.5790.138,1080,2280,3,3,3,0,2,0,0,0,0,Chrome Webview,Android
15419,B,Desktop,Windows NT,Browser,Chrome,117,683,384,2,2,3,0,1,0,2,1,0,Chrome,Windows NT
15420,A,Mobile,Android,Browser,Firefox,118.0,1080,2446,1,2,3,2,0,0,0,0,0,Firefox,Android
15421,B,Mobile,Android,Browser,Chrome,99.0.4844.88,1081,2460,1,1,3,0,1,0,0,0,0,Chrome,Android
15422,B,Desktop,Mac OS,Browser,Chrome,114,4096,2304,2,2,3,0,2,1,0,1,0,Chrome,Mac OS
15423,B,Desktop,Mac OS,Browser,Chrome,102,3456,2234,1,1,3,0,3,0,0,0,0,Chrome,Mac OS
15424,B,Mobile,Android,Browser,Chrome,99.0.4844.58,720,1600,3,3,3,0,0,1,2,0,0,Chrome,Android
15425,B,Desktop,Windows NT,Browser,Chrome,104,1366,768,2,2,3,0,1,1,1,0,0,Chrome,Windows NT
15426,A,Mobile,Android,Browser,Chrome,117,2160,1081,2,3,3,0,0,0,1,0,0,Chrome,Android
15427,B,Mobile,Android,Browser,SamsungBrowser,23.0,1442,3202,2,3,3,0,0,1,0,0,0,SamsungBrowser,Android
15428,A,Mobile,Mac OS,Browser,Safari,16.6,1668,2388,3,3,3,0,0,0,0,0,0,Safari,Mac OS
15429,A,Mobile,Android,Browser Webview,Chrome Webview,94.0.4606.85,720,1650,2,2,3,0,2,0,1,0,0,Chrome Webview,Android
15430,A,Mobile,Android,Browser,Chrome,117,1619,3597,2,2,3,2,3,0,0,1,0,Chrome,Android
15431,A,Mobile,Android,Browser,Chrome,103,1080,2246,1,2,3,3,0,1,0,0,0,Chrome,Android
15432,B,Mobile,Android,Browser Webview,Chrome Webview,110.0.5481.154,1081,2401,3,3,3,0,1,2,0,0,0,Chrome Webview,Android
15433,A,Mobile,Android,Browser Webview,Chrome Webview,109.0.5414.118,1080,1920,2,2,3,0,1,0,1,0,0,Chrome Webview,Android
15434,A,Mobile,Android,Browser,Chrome,102,721,1520,1,1,3,0,1,0,2,0,0,Chrome,Android
15435,B,Mobile,Android,Browser Webview,Chrome Webview,109.0.5414.118,720,1520,2,2,3,0,1,2,0,0,0,Chrome Webview,Android
15436,A,Desktop,Windows NT,Browser,Whale,3.22.205.18,1600,900,1,1,3,1,2,0,1,0,0,Other,Windows NT
15437,B,Mobile,Android,Browser Webview,Chrome Webview,107.0.5304.141,1080,2342,1,1,3,0,2,1,0,0,0,Chrome Webview,Android
15438,B,Mobile,Android,Browser Webview,Chrome Webview,117.0.0.0,480,961,3,3,3,0,0,1,1,0,0,Chrome Webview,Android
15439,A,Mobile,Android,Browser Webview,Chrome Webview,78.0.3904.108,720,1612,1,1,3,2,0,2,1,0,0,Chrome Webview,Android
15440,B,Mobile,Android,Browser,Chrome,117,1188,2648,1,1,3,0,2,0,1,1,0,Chrome,Android
15441,A,Desktop,Mac OS,Browser,Safari,16.5.1,1280,800,1,1,3,0,0,0,0,0,0,Safari,Mac OS
15442,A,Mobile,Android,Browser,Edge,111,1080,2244,1,2,3,2,2,1,0,0,0,Edge,Android
15443,B,Mobile,Android,Browser,Chrome,101,720,1601,2,2,3,0,1,0,1,0,0,Chrome,Android
15444,A,Mobile,Android,Browser,Chrome,117,1442,2962,1,1,3,1,3,0,0,0,0,Chrome,Android
15445,A,Mobile,iOS,Browser,Edge iOS,117.0.2045.42,1179,2556,1,1,3,1,0,0,0,1,0,Other,iOS
15446,A,Mobile,iOS,Browser,Safari,16.5.2,1125,2001,1,1,3,2,0,0,0,0,0,Safari,iOS
15447,B,Tablet,Android,Browser,Chrome,109,800,1280,1,1,3,0,1,0,2,0,0,Chrome,Android
15448,A,Mobile,Android,Browser,Chrome,114,1600,720,3,3,3,0,0,1,0,0,0,Chrome,Android
15449,A,Tablet,Android,Browser Webview,Chrome Webview,117.0.0.0,2048,1536,2,2,3,0,0,1,2,0,0,Chrome Webview,Android
15450,A,Desktop,Mac OS,Browser,Chrome,87.0.4280.141,1280,800,1,1,3,1,1,1,1,0,0,Chrome,Mac OS
15451,A,Mobile,Android,Browser Webview,Chrome Webview,114.0.5735.130,1080,2413,1,1,3,2,2,1,0,0,0,Chrome Webview,Android
15452,B,Desktop,Mac OS,Browser,Safari,16.4,1440,900,3,3,3,0,0,0,0,0,0,Safari,Mac OS
15453,B,Desktop,Windows NT,Browser,Edge,115,3840,2160,1,1,3,0,2,0,0,0,0,Edge,Windows NT
15454,B,Mobile,Android,Browser Webview,Chrome Webview,89.0.4389.86,1081,2341,1,1,3,0,1,2,0,0,0,Chrome Webview,Android
15455,B,Mobile,Android,Browser,Chrome,80.0.3987.132,1080,1920,1,1,3,0,0,0,2,0,0,Chrome,Android
15456,B,Mobile,Android,Browser,Yandex Browser,23.7.5.95.00,720,1600,1,1,3,0,2,0,0,0,0,Other,Android
15457,A,Desktop,Mac OS,Browser,Safari,16.5.2,3440,1440,3,3,3,0,0,0,0,0,0,Safari,Mac OS
15458,B,Mobile,Android,Browser,Opera Mobile,77.4.4095.74896,1442,3202,1,1,3,0,1,1,0,0,0,Other,Android
15459,A,Desktop,Mac OS,Browser,Chrome,100.0.4896.127,2880,1800,1,1,3,2,3,0,0,0,0,Chrome,Mac OS
15460,A,Desktop,Mac OS,Browser,Safari,16.1,1125,2436,2,2,3,1,0,0,0,0,0,Safari,Mac OS
15461,B,Desktop,Windows NT,Browser,Edge,119,3840,2160,1,1,3,0,2,0,0,0,0,Edge,Windows NT
15462,B,Mobile,Android,Browser Webview,Chrome Webview,92.0.4515.105,1080,2403,1,1,3,0,1,0,0,0,0,Chrome Webview,Android
15463,B,Mobile,Android,Browser,Chrome,88.0.4324.93,1080,2246,1,1,3,0,2,1,0,0,0,Chrome,Android
15464,B,Mobile,Android,Browser,Chrome,100.0.4896.127,720,1280,2,2,3,0,0,1,0,0,0,Chrome,Android
15465,A,Desktop,Windows NT,Browser,Edge,106,1600,900,2,2,3,1,1,0,2,0,0,Edge,Windows NT
15466,A,Tablet,iOS,Browser,Edge iOS,116.0.1938.79,1640,2360,2,2,3,1,0,0,0,0,0,Other,iOS
15467,A,Tablet,Android,Browser,Chrome,108,800,1280,3,3,3,1,0,1,2,0,0,Chrome,Android
15468,A,Desktop,Windows NT,Browser,Chrome,103,2560,1080,2,2,3,1,2,1,0,0,0,Chrome,Windows NT
15469,B,Mobile,iOS,Browser,Safari,13.0.4,1242,2208,2,3,3,0,0,0,0,0,0,Safari,iOS
15470,A,Mobile,Android,Browser Webview,Chrome Webview,115.0.5790.127,1081,1921,1,1,3,2,1,1,1,0,0,Chrome Webview,Android
15471,A,Mobile,Android,Browser,Chrome,103,1080,2160,2,2,3,2,2,0,1,0,0,Chrome,Android
15472,B,Desktop,Windows NT,Browser,Chrome,96.0.4664.45,1920,1080,1,1,3,0,2,0,1,0,0,Chrome,Windows NT
15473,B,Mobile,Android,Browser,Opera Mini,69.0.2254.65851,1080,2388,1,3,3,0,0,0,0,0,0,Other,Android
15474,B,Mobile,Android,Browser Webview,Chrome Webview,105.0.5195.136,1440,3120,1,3,3,0,3,0,0,0,0,Chrome Webview,Android
15475,B,Mobile,Android,Browser,Chrome,96.0.4664.61,1080,2281,1,1,3,0,2,1,0,0,0,Chrome,Android
15476,B,Mobile,Android,Browser,Yandex Browser,23.9.3.87.00,720,1641,1,1,3,0,1,1,1,0,0,Other,Android
15477,B,Tablet,iOS,Browser,Edge iOS,116.0.1938.79,1488,2266,1,1,3,0,0,0,0,0,0,Other,iOS
15478,A,Mobile,Android,Browser,Chrome,114,1440,2880,2,3,3,2,2,1,0,0,0,Chrome,Android
15479,B,Mobile,Android,Browser Webview,Chrome Webview,113.0.5672.131,720,1520,3,3,3,0,0,1,2,0,0,Chrome Webview,Android
15480,A,Desktop,Windows NT,Browser,Chrome,117,5121,1440,1,2,3,1,0,0,0,0,0,Chrome,Windows NT
15481,A,Mobile,Android,Browser Webview,Chrome Webview,103.0.5060.70,720,1520,2,2,3,1,0,0,0,0,0,Chrome Webview,Android
15482,B,Desktop,Mac OS,Browser,Chrome,95.0.4638.69,1440,900,1,1,3,0,1,0,0,0,0,Chrome,Mac OS
15483,A,Mobile,Android,Browser,Chrome,94.0.4606.85,720,1602,1,1,3,0,2,0,0,0,0,Chrome,Android
15484,A,Mobile,Android,Browser,Chrome,80.0.3987.162,720,1440,2,2,3,1,0,2,0,0,0,Chrome,Android
15485,B,Mobile,Android,Browser,Chrome,103,1600,720,3,3,3,0,0,2,0,0,0,Chrome,Android
15486,A,Mobile,Android,Browser,Mi Browser,11.4.3-g,1080,1920,1,1,3,3,0,0,0,0,0,Other,Android
15487,B,Mobile,iOS,Browser Webview,Safari Webview,605.1.15,1220,1280,3,3,3,0,0,0,2,0,0,Other,iOS
15488,A,Mobile,Android,Browser,Opera Mobile,77.4.4095.74896,1080,2406,1,2,3,1,3,0,0,0,0,Other,Android
15489,A,Tablet,Android,Browser,Chrome,81.0.4044.117,1280,800,1,1,3,0,0,0,0,0,0,Chrome,Android
15490,A,Mobile,Android,Browser Webview,Chrome Webview,71.0.3578.99,540,960,1,3,3,3,0,0,0,0,0,Chrome Webview,Android
15491,A,Mobile,Android,Browser,Chrome,117,1429,3193,2,2,3,2,2,0,0,0,0,Chrome,Android
15492,A,Tablet,Android,Browser,Chrome,93.0.4577.62,1200,2001,2,2,3,0,0,0,0,0,0,Chrome,Android
15493,A,Mobile,Android,Browser,Mi Browser,13.27.0-gn,720,1520,1,1,3,0,0,0,2,0,0,Other,Android
15494,B,Mobile,Android,Mobile App,Chrome Webview,8.0.37.2368,1080,2280,1,1,3,0,2,1,0,0,0,Chrome Webview,Android
15495,A,Mobile,Android,Browser,Chrome,115,919,1990,1,1,3,2,2,0,1,0,0,Chrome,Android
15496,A,Mobile,Android,Browser Webview,Chrome Webview,106.0.5249.79,1081,2401,1,1,3,0,1,1,1,0,0,Chrome Webview,Android
15497,B,Mobile,Android,Browser Webview,Chrome Webview,115.0.5790.155,1080,2400,2,2,3,0,1,1,0,0,0,Chrome Webview,Android
15498,A,Mobile,Android,Browser Webview,Chrome Webview,104.0.5112.97,720,1560,1,1,3,3,1,2,0,0,0,Chrome Webview,Android
15499,A,Mobile,Android,Browser,Chrome,113.0.5672.162,720,1600,2,2,3,0,0,0,2,0,0,Chrome,Android
15500,B,Desktop,Mac OS,Browser,Firefox,117.0,4096,2304,2,2,3,0,0,0,0,0,0,Firefox,Mac OS
15501,A,Mobile,Android,Browser Webview,Chrome Webview,70.0.3538.80,720,1560,2,2,3,0,0,0,0,0,0,Chrome Webview,Android
15502,B,Mobile,Android,Browser,Chrome,117,919,2045,1,2,3,0,2,0,0,0,0,Chrome,Android
15503,B,Desktop,Windows NT,Browser,Chrome,118,1536,864,2,2,3,0,2,1,0,0,0,Chrome,Windows NT
15504,B,Mobile,Android,Browser Webview,Chrome Webview,114.0.5735.60,1080,2406,2,2,3,0,3,0,0,0,0,Chrome Webview,Android
15505,B,Desktop,Windows NT,Browser,Chrome,117,3841,2400,1,1,3,0,0,2,1,0,0,Chrome,Windows NT
15506,B,Mobile,Android,Browser,Chrome,116.0.5845.650,1081,2400,1,1,3,0,1,1,0,0,0,Chrome,Android
15507,A,Desktop,Mac OS,Browser,Chrome,103,1080,675,1,1,3,0,1,1,1,0,0,Chrome,Mac OS
15508,A,Mobile,Android,Browser Webview,Chrome Webview,90.0.4430.91,1080,2340,3,3,3,0,0,1,2,0,0,Chrome Webview,Android
15509,A,Mobile,Android,Browser Webview,Chrome Webview,96.0.4664.104,721,1281,1,1,3,0,1,1,1,0,0,Chrome Webview,Android
15510,B,Mobile,Android,Browser,SamsungBrowser,22.0,1442,3121,1,1,3,0,0,2,0,0,0,SamsungBrowser,Android
15511,A,Mobile,Android,Browser,Chrome,91.0.4472.114,1082,2410,1,2,3,1,1,0,1,0,0,Chrome,Android
15512,B,Mobile,Android,Browser,Chrome,117,919,2031,1,2,3,0,0,0,0,0,0,Chrome,Android
15513,A,Desktop,Windows NT,Browser,Yandex Browser,23.9.0.2272,1360,768,2,2,3,1,1,1,1,0,0,Other,Windows NT
15514,A,Mobile,Android,Browser,Chrome,106,720,1602,3,3,3,0,1,1,1,0,0,Chrome,Android
15515,B,Mobile,Android,Browser Webview,Chrome Webview,106.0.5249.118,720,1480,1,1,3,0,2,0,0,0,0,Chrome Webview,Android
15516,A,Mobile,Android,Browser,Chrome,105,1081,2317,1,1,3,1,2,1,0,0,0,Chrome,Android
15517,B,Mobile,Android,Browser,Chrome,117,919,2042,3,3,3,0,1,0,0,0,0,Chrome,Android
15518,A,Desktop,Windows NT,Browser,Chrome,117,2520,1575,3,3,3,1,1,0,0,0,0,Chrome,Windows NT
15519,B,Mobile,Android,Browser,Chrome,105,720,1544,2,2,3,0,1,1,0,0,0,Chrome,Android
15520,B,Mobile,Android,Browser,Chrome,117,971,2168,1,1,3,0,1,0,2,0,0,Chrome,Android
15521,B,Mobile,iOS,Browser,Chrome iOS,108.0.5359.52,960,2079,1,1,3,0,0,0,0,0,0,Chrome iOS,iOS
15522,A,Tablet,Android,Browser,Chrome,105,800,1280,1,1,3,2,2,0,1,0,0,Chrome,Android
15523,A,Mobile,Android,Browser Webview,Chrome Webview,103.0.5060.71,1081,2341,3,3,3,0,0,1,1,0,0,Chrome Webview,Android
15524,B,Mobile,Android,Browser,Chrome,117.0.0.0,1080,2400,2,3,3,0,2,0,1,0,0,Chrome,Android
15525,A,Tablet,Android,Browser,Chrome,116,1280,800,2,2,3,0,0,0,1,0,0,Chrome,Android
15526,A,Desktop,Chrome OS,Browser,Chrome,112,1920,1079,1,1,3,1,1,0,2,0,0,Chrome,Other
15527,A,Desktop,Mac OS,Browser,AppleWebKit,605.1.15,2560,1440,2,2,3,1,0,0,0,0,0,Other,Mac OS
15528,A,Mobile,Android,Browser Webview,Chrome Webview,104.0.5112.97,721,1600,1,1,3,2,2,1,0,0,0,Chrome Webview,Android
15529,A,Desktop,Mac OS,Browser,Safari,15.7,1640,2360,1,2,3,1,0,0,0,0,0,Safari,Mac OS
15530,B,Tablet,iOS,Browser,Chrome iOS,110.0.5481.83,1536,2048,2,2,3,0,0,0,0,0,0,Chrome iOS,iOS
15531,A,Tablet,Android,Browser,SamsungBrowser,21.0,1920,1200,1,1,3,0,2,0,1,0,0,SamsungBrowser,Android
15532,A,Mobile,Android,Browser,Opera Mobile,75.2.3978.72468,1080,2400,1,1,3,2,0,0,0,0,0,Other,Android
15533,B,Mobile,Android,Browser,Chrome,115,1080,2202,1,1,3,0,2,0,1,0,0,Chrome,Android
15534,B,Mobile,Android,Browser,Chrome,359.0.0.288,1080,2220,1,1,3,0,0,0,0,0,0,Chrome,Android
15535,A,Mobile,Android,Browser,Chrome,97.0.4692.98,720,1602,2,2,3,1,1,2,0,0,0,Chrome,Android
15536,B,Tablet,Android,Browser Webview,Chrome Webview,117.0.0.0,1601,2560,1,1,3,0,2,0,1,0,0,Chrome Webview,Android
15537,B,Desktop,Linux,Browser,HeyTapBrowser,45.8.6.9,1080,2400,1,1,3,0,0,1,0,0,0,Other,Linux
15538,B,Desktop,Mac OS,Browser,Safari,15.2,3584,2240,2,3,3,0,0,0,0,0,0,Safari,Mac OS
15539,B,Desktop,Mac OS,Browser,Safari,16.6.1,3840,2160,1,1,3,0,0,0,0,1,0,Safari,Mac OS
15540,B,Mobile,Android,Browser Webview,Chrome Webview,87.0.4280.141,1081,2408,1,1,3,0,2,0,0,0,0,Chrome Webview,Android
15541,B,Mobile,Android,Browser,Chrome,115,1081,2520,2,2,3,0,2,0,0,0,0,Chrome,Android
15542,B,Desktop,Windows NT,Browser,Edge,117,5464,3072,1,1,3,0,0,0,1,0,0,Edge,Windows NT
15543,B,Mobile,Android,Browser,Whale,3.0.2.2,1081,2401,1,2,3,0,1,0,2,0,0,Other,Android
15544,A,Mobile,Android,Browser Webview,Chrome Webview,118.0.0.0,1080,2246,2,2,3,1,2,1,0,1,0,Chrome Webview,Android
15545,A,Mobile,Android,Browser,Chrome,117,840,1960,3,3,3,0,2,0,0,0,0,Chrome,Android
15546,B,Mobile,Android,Browser,Chrome,118,874,1943,1,1,3,0,0,2,1,0,0,Chrome,Android
15547,B,Mobile,Android,Browser,Chrome,116,1079,2398,1,1,3,0,0,2,1,0,0,Chrome,Android
15548,A,Mobile,Android,Browser Webview,Chrome Webview,116.0.0.0,1082,2342,1,1,3,2,2,0,0,0,0,Chrome Webview,Android
15549,B,Desktop,Linux,Browser,Chrome,118,384,984,1,1,3,0,3,0,0,0,0,Chrome,Linux
15550,B,Mobile,Android,Browser Webview,Chrome Webview,115.0.5790.166,1081,2340,3,3,3,0,2,0,0,0,0,Chrome Webview,Android
15551,A,Mobile,Android,Browser,Chrome,105,1081,2340,2,3,3,1,2,1,0,0,0,Chrome,Android
15552,A,Mobile,Android,Browser,Chrome,83.0.4103.106,720,1280,3,3,3,0,0,0,1,0,0,Chrome,Android
15553,A,Mobile,Android,Browser,Chrome,106,720,1544,1,2,3,0,0,0,2,0,0,Chrome,Android
15554,A,Desktop,Windows NT,Browser,Chrome,117.0.5938.134,1920,1080,3,3,3,0,0,0,1,0,0,Chrome,Windows NT
15555,B,Mobile,Android,Browser,Chrome,111.0.5563.116,1080,2400,1,1,3,0,1,2,0,0,0,Chrome,Android
15556,A,Mobile,Android,Browser,Chrome,117,2340,1081,3,3,3,0,1,0,1,0,0,Chrome,Android
15557,B,Mobile,Android,Browser,Edge,116,1176,2400,1,2,3,0,2,0,0,0,0,Edge,Android
15558,B,Mobile,Android,Browser,Chrome,114,1240,2772,2,2,3,0,2,1,0,0,0,Chrome,Android
15559,B,Mobile,Android,Browser Webview,Chrome Webview,108.0.5359.79,720,1440,3,3,3,0,2,1,0,0,0,Chrome Webview,Android
15560,B,Mobile,Android,Browser,Mi Browser,13.38.0-gn,1080,2161,1,2,3,0,0,0,1,0,0,Other,Android
15561,B,Desktop,Linux,Browser,Chrome,113,1080,2401,1,1,3,0,1,1,1,0,0,Chrome,Linux
15562,B,Mobile,Android,Browser,Chrome,105,1600,720,3,3,3,0,0,1,2,0,0,Chrome,Android
15563,A,Mobile,Android,Browser,Mi Browser,13.38.0-gn,1080,2282,1,1,3,1,0,0,3,0,0,Other,Android
15564,B,Desktop,Windows NT,Browser,Edge,116,1536,1024,2,2,3,0,1,2,0,0,0,Edge,Windows NT
15565,B,Mobile,iOS,Browser,Chrome iOS,107.0.5304.101,960,2079,1,2,3,0,0,0,0,0,0,Chrome iOS,iOS
15566,A,Mobile,Android,Browser Webview,Chrome Webview,87.0.4280.101,721,1520,1,1,3,2,2,1,0,0,0,Chrome Webview,Android
15567,A,Desktop,Windows NT,Browser,Firefox,114.0,1366,768,1,1,3,1,0,0,0,0,0,Firefox,Windows NT
15568,A,Mobile,Android,Browser,Chrome,88.0.4324.181,720,1520,2,2,3,0,0,1,1,0,0,Chrome,Android
15569,B,Mobile,Android,Browser Webview,Chrome Webview,88.0.4324.93,1228,2700,2,2,3,0,1,1,1,0,0,Chrome Webview,Android
15570,B,Mobile,Android,Browser,Chrome,107,1082,2401,1,1,3,0,2,0,0,0,0,Chrome,Android
15571,B,Desktop,Windows NT,Browser,Edge,117,2394,1596,1,1,3,0,2,0,1,0,0,Edge,Windows NT
15572,B,Mobile,Android,Browser,Chrome,116,828,1841,2,2,3,0,2,0,1,0,0,Chrome,Android
15573,B,Mobile,Android,Browser Webview,Chrome Webview,87.0.4280.141,720,1601,1,1,3,0,0,2,0,0,0,Chrome Webview,Android
15574,B,Mobile,Android,Browser,Firefox,118.0,1080,2409,2,3,3,0,0,0,0,0,0,Firefox,Android
15575,A,Mobile,Android,Browser,Chrome,117,1459,3246,3,3,3,2,3,0,0,0,0,Chrome,Android
15576,A,Desktop,Mac OS,Browser,Chrome,117,6720,4200,1,1,3,3,0,0,0,0,0,Chrome,Mac OS
15577,A,Desktop,Windows NT,Browser,Edge,117,1441,810,1,2,3,2,1,0,0,0,0,Edge,Windows NT
15578,A,Desktop,Windows NT,Browser,Chrome,79.0.3945.79,1024,1024,3,3,3,0,0,0,0,0,0,Chrome,Windows NT
15579,A,Mobile,Android,Browser,Mi Browser,13.35.0-gn,1080,2461,3,3,3,0,0,0,0,0,0,Other,Android
15580,B,Mobile,Android,Browser,Mi Browser,13.35.0-gn,1080,2282,3,3,3,0,0,1,0,0,0,Other,Android
15581,B,Mobile,Android,Browser,Chrome,116,1349,2851,1,2,3,1,0,0,0,0,0,Chrome,Android
15582,B,Mobile,Android,Browser,Chrome,111,1440,3088,1,1,3,0,3,0,0,0,0,Chrome,Android
15583,A,Desktop,Ubuntu,Browser,Firefox,116.0,1920,1080,2,2,3,1,0,0,0,0,0,Firefox,Other
15584,A,Desktop,Mac OS,Browser,Firefox,110.0,2940,1912,1,1,3,2,0,0,0,0,0,Firefox,Mac OS
15585,B,Mobile,Android,Browser,Chrome,117,539,1199,2,2,3,0,0,0,2,0,0,Chrome,Android
15586,A,Mobile,Android,Browser,Chrome,115,540,1170,1,1,3,0,0,0,0,0,0,Chrome,Android
15587,B,Desktop,Windows NT,Browser,Edge,117,1921,1281,2,3,3,0,2,1,0,0,0,Edge,Windows NT
15588,A,Mobile,Android,Browser Webview,Chrome Webview,114.0.0.0,1443,3090,1,1,3,2,3,0,0,0,0,Chrome Webview,Android
15589,A,Desktop,Windows NT,Browser,Sogou Explorer,2.X,1920,1080,3,3,3,0,0,0,3,0,0,Other,Windows NT
15590,A,Mobile,Android,Browser,Chrome,116.0.5845.808,1080,1920,1,1,3,1,1,1,1,0,0,Chrome,Android
15591,B,Desktop,Linux,Browser,Chrome,116,2560,1600,1,1,3,0,2,0,1,0,0,Chrome,Linux
15592,B,Mobile,Android,Browser,Chrome,117,811,1735,1,1,3,0,2,1,0,0,0,Chrome,Android
15593,A,Desktop,Windows NT,Browser,Chrome,117,1926,973,1,2,3,1,2,0,0,1,0,Chrome,Windows NT
15594,B,Mobile,Android,Browser,Firefox,102.0,0,0,1,1,3,0,0,0,0,0,0,Firefox,Android
15595,A,Desktop,Windows NT,Browser,Yandex Browser,20.9.3.136,1366,768,1,1,3,1,0,0,0,0,0,Other,Windows NT
15596,B,Tablet,Android,Browser Webview,Chrome Webview,61.0.3163.98,2048,1536,1,1,3,0,0,0,0,0,0,Chrome Webview,Android
15597,B,Mobile,Android,Browser Webview,Chrome Webview,116.0.0.0,1442,2961,2,2,3,0,0,1,2,0,0,Chrome Webview,Android
15598,B,Tablet,FireOS,Browser Webview,Chrome Webview,114.0.5735.220,1280,800,3,3,3,0,1,2,0,0,0,Chrome Webview,Other
15599,A,Mobile,Android,Browser,Mi Browser,13.35.0-gn,720,1440,3,3,3,0,0,0,0,0,0,Other,Android
15600,B,Mobile,Android,Browser,Chrome,98.0.4758.101,1081,2340,1,1,3,0,0,0,2,0,0,Chrome,Android
15601,B,Mobile,Android,Browser,Chrome,105.0.5195.136,720,1520,1,1,3,0,0,0,2,0,0,Chrome,Android
15602,A,Mobile,iOS,Browser Webview,Safari Webview,605.1.15,1170,2532,2,2,3,0,0,0,0,0,0,Other,iOS
15603,B,Mobile,Android,Browser Webview,Chrome Webview,105.0.5195.136,1600,720,3,3,3,0,0,0,3,0,0,Chrome Webview,Android
15604,B,Desktop,Windows NT,Browser,Chrome,116,1024,576,2,2,3,0,2,0,1,0,0,Chrome,Windows NT
15605,B,Desktop,iOS,Browser Webview,Safari,605.1.15,2048,2732,2,2,3,0,0,0,0,0,0,Safari,iOS
15606,B,Mobile,Android,Browser,Chrome,91.0.4472.134,1080,2400,1,2,3,0,2,0,0,0,0,Chrome,Android
15607,B,Mobile,Android,Browser,Chrome,92.0.4515.115,720,1520,2,2,3,0,0,0,1,0,0,Chrome,Android
15608,A,Desktop,Mac OS,Browser,Safari,17.0,2880,1590,1,1,3,1,0,0,0,0,0,Safari,Mac OS
15609,A,Mobile,Android,Browser,Chrome,99.0.4844.58,1080,2161,1,1,3,1,2,1,0,0,0,Chrome,Android
15610,A,Mobile,Android,Browser,Chrome,87.0.4280.101,1080,2220,2,2,3,2,2,0,0,0,0,Chrome,Android
15611,A,Desktop,Mac OS,Browser,Chrome,109,1920,1080,3,3,3,1,1,1,1,0,0,Chrome,Mac OS
15612,B,Desktop,Linux,Browser,Chrome,117,720,1480,1,1,3,0,1,1,1,0,0,Chrome,Linux
15613,B,Desktop,Chrome OS,Browser,Chrome,108,1366,912,2,2,3,0,1,0,0,0,0,Chrome,Other
